OBS., TOWN#, TRACT, LON, LAT, MEDV, CMEDV, CRIM, ZN, INDUS, CHAS, NOX, RM, AGE, DIS, RAD, TAX, PTRATIO, B, LSTAT
2199, 56, 4141, -71.120000, 42.072500, 22.5, 22.5, 0.06466, 70.0, 2.24, 0, 0.4, 6.345, 20.1, 7.8278, 5, 358, 14.8, 368.24, 4.97
2200, 56, 4142, -71.100000, 42.059000, 29.0, 29.0, 0.05561, 70.0, 2.24, 0, 0.4, 7.041, 10.0, 7.8278, 5, 358, 14.8, 371.58, 4.74
2201, 56, 4143, -71.103500, 42.073500, 24.8, 24.8, 0.04417, 70.0, 2.24, 0, 0.4, 6.871, 47.4, 7.8278, 5, 358, 14.8, 390.86, 6.07
2202, 57, 4151, -71.087500, 42.095000, 22.0, 22.0, 0.03537, 34.0, 6.09, 0, 0.433, 6.590, 40.4, 5.4917, 7, 329, 16.1, 395.75, 9.50
2203, 57, 4152, -71.062500, 42.102000, 26.4, 26.4, 0.09266, 34.0, 6.09, 0, 0.433, 6.495, 18.4, 5.4917, 7, 329, 16.1, 383.61, 8.67
2204, 57, 4153, -71.086500, 42.120000, 33.1, 33.1, 0.10000, 34.0, 6.09, 0, 0.433, 6.982, 17.7, 5.4917, 7, 329, 16.1, 390.43, 4.86
2205, 58, 4161, -71.046500, 42.145000, 36.1, 36.1, 0.05515, 33.0, 2.18, 0, 0.472, 7.236, 41.1, 4.0220, 7, 222, 18.4, 393.68, 6.93
2206, 58, 4162, -71.057000, 42.152500, 28.4, 28.4, 0.05479, 33.0, 2.18, 0, 0.472, 6.616, 58.1, 3.3700, 7, 222, 18.4, 393.36, 8.93
2207, 58, 4163, -71.045000, 42.159000, 33.4, 33.4, 0.07503, 33.0, 2.18, 0, 0.472, 7.420, 71.9, 3.0992, 7, 222, 18.4, 396.90, 6.47
2208, 58, 4164, -71.028000, 42.156500, 28.2, 28.2, 0.04932, 33.0, 2.18, 0, 0.472, 6.849, 70.3, 3.1827, 7, 222, 18.4, 396.90, 7.53
2209, 59, 4171, -71.013800, 42.155500, 22.8, 22.8, 0.49298, 0.0, 9.9, 0, 0.544, 6.635, 82.5, 3.3175, 4, 304, 18.4, 396.90, 4.54
2210, 59, 4172, -71.020100, 42.160000, 20.3, 20.3, 0.34940, 0.0, 9.9, 0, 0.544, 5.972, 76.7, 3.1025, 4, 304, 18.4, 396.24, 9.97
2211, 59, 4173, -71.016000, 42.176000, 16.1, 16.1, 2.63548, 0.0, 9.9, 0, 0.544, 4.973, 37.8, 2.5194, 4, 304, 18.4, 350.45, 12.64
2212, 59, 4174, -71.007500, 42.178000, 22.1, 22.1, 0.79041, 0.0, 9.9, 0, 0.544, 6.122, 52.8, 2.6403, 4, 304, 18.4, 396.90, 5.98
2213, 59, 4175, -71.015000, 42.167000, 19.4, 19.4, 0.26169, 0.0, 9.9, 0, 0.544, 6.023, 90.4, 2.8340, 4, 304, 18.4, 396.30, 11.72
2214, 59, 4176, -71.007500, 42.161300, 21.6, 21.6, 0.26938, 0.0, 9.9, 0, 0.544, 6.266, 82.8, 3.2628, 4, 304, 18.4, 393.39, 7.90
2215, 59, 4177, -71.000000, 42.153000, 23.8, 23.8, 0.36920, 0.0, 9.9, 0, 0.544, 6.567, 87.3, 3.6023, 4, 304, 18.4, 395.69, 9.28
2216, 59, 4178, -70.979500, 42.158000, 16.2, 16.2, 0.25356, 0.0, 9.9, 0, 0.544, 5.705, 77.7, 3.9450, 4, 304, 18.4, 396.42, 11.50
2217, 59, 4179, -70.988000, 42.148500, 17.8, 17.8, 0.31827, 0.0, 9.9, 0, 0.544, 5.914, 83.2, 3.9986, 4, 304, 18.4, 390.70, 18.33
2218, 59, 4180, -71.004000, 42.142500, 19.8, 19.8, 0.24522, 0.0, 9.9, 0, 0.544, 5.782, 71.7, 4.0317, 4, 304, 18.4, 396.90, 15.94
2219, 59, 4181, -71.010000, 42.150000, 23.1, 23.1, 0.40202, 0.0, 9.9, 0, 0.544, 6.382, 67.2, 3.5325, 4, 304, 18.4, 395.21, 10.36
2220, 59, 4182, -71.020000, 42.151000, 21.0, 21.0, 0.47547, 0.0, 9.9, 0, 0.544, 6.113, 58.8, 4.0019, 4, 304, 18.4, 396.23, 12.73
2221, 60, 4191, -71.008500, 42.129000, 23.8, 23.8, 0.16760, 0.0, 7.38, 0, 0.493, 6.426, 52.3, 4.5404, 5, 287, 19.6, 396.90, 7.20
2222, 60, 4192, -70.997500, 42.134000, 23.1, 23.1, 0.18159, 0.0, 7.38, 0, 0.493, 6.376, 54.3, 4.5404, 5, 287, 19.6, 396.90, 6.87
2223, 60, 4193, -70.990000, 42.136700, 20.4, 20.4, 0.35114, 0.0, 7.38, 0, 0.493, 6.041, 49.9, 4.7211, 5, 287, 19.6, 396.90, 7.70
2224, 60, 4194, -70.983400, 42.137500, 18.5, 18.5, 0.28392, 0.0, 7.38, 0, 0.493, 5.708, 74.3, 4.7211, 5, 287, 19.6, 391.13, 11.74
2225, 60, 4195, -70.989500, 42.126500, 25.0, 25.0, 0.34109, 0.0, 7.38, 0, 0.493, 6.415, 40.1, 4.7211, 5, 287, 19.6, 396.90, 6.12
2226, 60, 4196, -71.000000, 42.106600, 24.6, 24.6, 0.19186, 0.0, 7.38, 0, 0.493, 6.431, 14.7, 5.4159, 5, 287, 19.6, 393.68, 5.08
2227, 60, 4197, -70.999500, 42.117500, 23.0, 23.0, 0.30347, 0.0, 7.38, 0, 0.493, 6.312, 28.9, 5.4159, 5, 287, 19.6, 396.90, 6.15
2228, 60, 4198, -71.010000, 42.121500, 22.2, 22.2, 0.24103, 0.0, 7.38, 0, 0.493, 6.083, 43.7, 5.4159, 5, 287, 19.6, 396.90, 12.79
2229, 61, 4201, -71.027500, 42.113000, 19.3, 19.3, 0.06617, 0.0, 3.24, 0, 0.46, 5.868, 25.8, 5.2146, 4, 430, 16.9, 382.44, 9.97
2230, 61, 4202, -71.041500, 42.115000, 22.6, 22.6, 0.06724, 0.0, 3.24, 0, 0.46, 6.333, 17.2, 5.2146, 4, 430, 16.9, 375.21, 7.34
2231, 61, 4203, -71.025000, 42.098000, 19.8, 19.8, 0.04544, 0.0, 3.24, 0, 0.46, 6.144, 32.2, 5.8736, 4, 430, 16.9, 368.57, 9.09
2232, 62, 4211, -71.011500, 42.086500, 17.1, 17.1, 0.05023, 35.0, 6.06, 0, 0.4379, 5.706, 28.4, 6.6407, 1, 304, 16.9, 394.02, 12.43
2233, 62, 4212, -70.996000, 42.089500, 19.4, 19.4, 0.03466, 35.0, 6.06, 0, 0.4379, 6.031, 23.3, 6.6407, 1, 304, 16.9, 362.25, 7.83
2234, 63, 4221, -70.979500, 42.099500, 22.2, 22.2, 0.05083, 0.0, 5.19, 0, 0.515, 6.316, 38.1, 6.4584, 5, 224, 20.2, 389.71, 5.68
2235, 63, 4222, -70.965000, 42.101000, 20.7, 20.7, 0.03738, 0.0, 5.19, 0, 0.515, 6.310, 38.5, 6.4584, 5, 224, 20.2, 389.40, 6.75
2236, 63, 4223, -70.970000, 42.115000, 21.1, 21.1, 0.03961, 0.0, 5.19, 0, 0.515, 6.037, 34.5, 5.9853, 5, 224, 20.2, 396.90, 8.01
2237, 63, 4224, -70.976000, 42.128000, 19.5, 19.5, 0.03427, 0.0, 5.19, 0, 0.515, 5.869, 46.3, 5.2311, 5, 224, 20.2, 396.90, 9.80
2238, 63, 4225, -70.960200, 42.127000, 18.5, 18.5, 0.03041, 0.0, 5.19, 0, 0.515, 5.895, 59.6, 5.6150, 5, 224, 20.2, 394.81, 10.56
2239, 63, 4226, -70.963300, 42.137400, 20.6, 20.6, 0.03306, 0.0, 5.19, 0, 0.515, 6.059, 37.3, 4.8122, 5, 224, 20.2, 396.14, 8.51
2240, 63, 4227, -70.967500, 42.144000, 19.0, 19.0, 0.05497, 0.0, 5.19, 0, 0.515, 5.985, 45.4, 4.8122, 5, 224, 20.2, 396.90, 9.74
2241, 63, 4228, -70.965000, 42.150300, 18.7, 18.7, 0.06151, 0.0, 5.19, 0, 0.515, 5.968, 58.5, 4.8122, 5, 224, 20.2, 396.90, 9.29
2242, 64, 4231, -70.887500, 42.146500, 32.7, 32.7, 0.01301, 35.0, 1.52, 0, 0.442, 7.241, 49.3, 7.0379, 1, 284, 15.5, 394.74, 5.49
2243, 65, 5001, -70.915000, 42.160000, 16.5, 16.5, 0.02498, 0.0, 1.89, 0, 0.518, 6.540, 59.7, 6.2669, 1, 422, 15.9, 389.96, 8.65
2244, 66, 5011, -70.937000, 42.147500, 23.9, 23.9, 0.02543, 55.0, 3.78, 0, 0.484, 6.696, 56.4, 5.7321, 5, 370, 17.6, 396.90, 7.18
2245, 66, 5012, -70.932500, 42.123000, 31.2, 31.2, 0.03049, 55.0, 3.78, 0, 0.484, 6.874, 28.1, 6.4654, 5, 370, 17.6, 387.97, 4.61
2246, 67, 5021, -70.947000, 42.072500, 17.5, 17.5, 0.03113, 0.0, 4.39, 0, 0.442, 6.014, 48.5, 8.0136, 3, 352, 18.8, 385.64, 10.53
2247, 67, 5022, -70.950100, 42.082500, 17.2, 17.2, 0.06162, 0.0, 4.39, 0, 0.442, 5.898, 52.3, 8.0136, 3, 352, 18.8, 364.61, 12.67
2248, 68, 5031, -70.927500, 42.079500, 23.1, 23.1, 0.01870, 85.0, 4.15, 0, 0.429, 6.516, 27.7, 8.5353, 4, 351, 17.9, 392.43, 6.36
2249, 69, 5041, -70.920000, 42.101600, 24.5, 24.5, 0.01501, 80.0, 2.01, 0, 0.435, 6.635, 29.7, 8.3440, 4, 280, 17.0, 390.94, 5.99
2250, 70, 5051, -70.855000, 42.130000, 26.6, 26.6, 0.02899, 40.0, 1.25, 0, 0.429, 6.939, 34.5, 8.7921, 1, 335, 19.7, 389.85, 5.89
2251, 70, 5052, -70.833000, 42.115000, 22.9, 22.9, 0.06211, 40.0, 1.25, 0, 0.429, 6.490, 44.4, 8.7921, 1, 335, 19.7, 396.90, 5.98
2252, 71, 5061, -70.830000, 42.077500, 24.1, 24.1, 0.07950, 60.0, 1.69, 0, 0.411, 6.579, 35.9, 10.7103, 4, 411, 18.3, 370.78, 5.49
2253, 71, 5062, -70.810000, 42.059000, 18.6, 18.6, 0.07244, 60.0, 1.69, 0, 0.411, 5.884, 18.5, 10.7103, 4, 411, 18.3, 392.33, 7.79
2254, 72, 5071, -70.830000, 42.048500, 30.1, 30.1, 0.01709, 90.0, 2.02, 0, 0.41, 6.728, 36.1, 12.1265, 5, 187, 17.0, 384.46, 4.50
2255, 73, 5081, -70.853000, 42.052000, 18.2, 18.2, 0.04301, 80.0, 1.91, 0, 0.413, 5.663, 21.9, 10.5857, 4, 334, 22.0, 382.80, 8.05
2256, 73, 5082, -70.852500, 42.030000, 20.6, 20.6, 0.10659, 80.0, 1.91, 0, 0.413, 5.936, 19.5, 10.5857, 4, 334, 22.0, 376.04, 5.57
2257, Allston-Brighton, 74, 0001, -71.083000, 42.217200, 17.8, 17.8, 8.98296, 0.0, 18.1, 1, 0.77, 6.212, 97.4, 2.1222, 24, 666, 20.2, 377.73, 17.60
2258, Allston-Brighton, 74, 0002, -71.095000, 42.212000, 21.7, 21.7, 3.84970, 0.0, 18.1, 1, 0.77, 6.395, 91.0, 2.5052, 24, 666, 20.2, 391.34, 13.27
2259, Allston-Brighton, 74, 0003, -71.100700, 42.210000, 22.7, 22.7, 5.20177, 0.0, 18.1, 1, 0.77, 6.127, 83.4, 2.7227, 24, 666, 20.2, 395.43, 11.48
2260, Allston-Brighton, 74, 0004, -71.093000, 42.207000, 22.6, 22.6, 4.26131, 0.0, 18.1, 0, 0.77, 6.112, 81.3, 2.5091, 24, 666, 20.2, 390.74, 12.67
2261, Allston-Brighton, 74, 0005, -71.090500, 42.203300, 25.0, 25.0, 4.54192, 0.0, 18.1, 0, 0.77, 6.398, 88.0, 2.5182, 24, 666, 20.2, 374.56, 7.79
2262, Allston-Brighton, 74, 0006, -71.086500, 42.210000, 19.9, 19.9, 3.83684, 0.0, 18.1, 0, 0.77, 6.251, 91.1, 2.2955, 24, 666, 20.2, 350.65, 14.19
2263, Allston-Brighton, 74, 0007, -71.081000, 42.208000, 20.8, 20.8, 3.67822, 0.0, 18.1, 0, 0.77, 5.362, 96.2, 2.1036, 24, 666, 20.2, 380.79, 10.19
2264, Allston-Brighton, 74, 0008, -71.086500, 42.215000, 16.8, 16.8, 4.22239, 0.0, 18.1, 1, 0.77, 5.803, 89.0, 1.9047, 24, 666, 20.2, 353.04, 14.64
2265, Back, Bay, 75, 0101, -71.059000, 42.209800, 21.9, 21.9, 3.47428, 0.0, 18.1, 1, 0.718, 8.780, 82.9, 1.9047, 24, 666, 20.2, 354.55, 5.29
2266, Back, Bay, 75, 0102, -71.059500, 42.207500, 27.5, 27.5, 4.55587, 0.0, 18.1, 0, 0.718, 3.561, 87.9, 1.6132, 24, 666, 20.2, 354.70, 7.12
2267, Back, Bay, 75, 0104, -71.054000, 42.205200, 21.9, 21.9, 3.69695, 0.0, 18.1, 0, 0.718, 4.963, 91.4, 1.7523, 24, 666, 20.2, 316.03, 14.00
2268, Back, Bay, 75, 0105, -71.050800, 42.207000, 23.1, 23.1, 13.52220, 0.0, 18.1, 0, 0.631, 3.863, 100.0, 1.5106, 24, 666, 20.2, 131.42, 13.33
2269, Back, Bay, 75, 0107, -71.048000, 42.210500, 50.0, 50.0, 4.89822, 0.0, 18.1, 0, 0.631, 4.970, 100.0, 1.3325, 24, 666, 20.2, 375.52, 3.26
2270, Back, Bay, 75, 0108, -71.049700, 42.212500, 50.0, 50.0, 5.66998, 0.0, 18.1, 1, 0.631, 6.683, 96.8, 1.3567, 24, 666, 20.2, 375.33, 3.73
2271, Beacon, Hill, 76, 0201, -71.042200, 42.214400, 50.0, 50.0, 6.53876, 0.0, 18.1, 1, 0.631, 7.016, 97.5, 1.2024, 24, 666, 20.2, 392.05, 2.96
2272, Beacon, Hill, 76, 0202, -71.041700, 42.216000, 50.0, 50.0, 9.23230, 0.0, 18.1, 0, 0.631, 6.216, 100.0, 1.1691, 24, 666, 20.2, 366.15, 9.53
2273, Beacon, Hill, 76, 0203, -71.039700, 42.218200, 50.0, 50.0, 8.26725, 0.0, 18.1, 1, 0.668, 5.875, 89.6, 1.1296, 24, 666, 20.2, 347.88, 8.88
2274, North, End, 77, 0301, -71.033900, 42.220700, 13.8, 13.8, 11.10810, 0.0, 18.1, 0, 0.668, 4.906, 100.0, 1.1742, 24, 666, 20.2, 396.90, 34.77
2275, North, End, 77, 0302, -71.034600, 42.218700, 13.8, 13.8, 18.49820, 0.0, 18.1, 0, 0.668, 4.138, 100.0, 1.1370, 24, 666, 20.2, 396.90, 37.97
2276, Charlestown, 78, 0401, -71.036700, 42.224000, 15.0, 15.0, 19.60910, 0.0, 18.1, 0, 0.671, 7.313, 97.9, 1.3163, 24, 666, 20.2, 396.90, 13.44
2277, Charlestown, 78, 0402, -71.034000, 42.226000, 13.9, 13.9, 15.28800, 0.0, 18.1, 0, 0.671, 6.649, 93.3, 1.3449, 24, 666, 20.2, 363.02, 23.24
2278, Charlestown, 78, 0403, -71.038000, 42.226500, 13.3, 13.3, 9.82349, 0.0, 18.1, 0, 0.671, 6.794, 98.8, 1.3580, 24, 666, 20.2, 396.90, 21.24
2279, Charlestown, 78, 0404, -71.040000, 42.224800, 13.1, 13.1, 23.64820, 0.0, 18.1, 0, 0.671, 6.380, 96.2, 1.3861, 24, 666, 20.2, 396.90, 23.69
2280, Charlestown, 78, 0405, -71.040000, 42.227500, 10.2, 10.2, 17.86670, 0.0, 18.1, 0, 0.671, 6.223, 100.0, 1.3861, 24, 666, 20.2, 393.74, 21.78
2281, Charlestown, 78, 0406, -71.046000, 42.230000, 10.4, 10.4, 88.97620, 0.0, 18.1, 0, 0.671, 6.968, 91.9, 1.4165, 24, 666, 20.2, 396.90, 17.21
2282, East, Boston, 79, 0407, -71.041000, 42.229000, 10.9, 10.9, 15.87440, 0.0, 18.1, 0, 0.671, 6.545, 99.1, 1.5192, 24, 666, 20.2, 396.90, 21.08
2283, East, Boston, 79, 0501, -71.023000, 42.228700, 11.3, 11.3, 9.18702, 0.0, 18.1, 0, 0.7, 5.536, 100.0, 1.5804, 24, 666, 20.2, 396.90, 23.60
2284, East, Boston, 79, 0502, -71.021500, 42.227000, 12.3, 12.3, 7.99248, 0.0, 18.1, 0, 0.7, 5.520, 100.0, 1.5331, 24, 666, 20.2, 396.90, 24.56
2285, East, Boston, 79, 0503, -71.024500, 42.223500, 8.8, 8.8, 20.08490, 0.0, 18.1, 0, 0.7, 4.368, 91.2, 1.4395, 24, 666, 20.2, 285.83, 30.63
2286, East, Boston, 79, 0504, -71.023500, 42.221300, 7.2, 7.2, 16.81180, 0.0, 18.1, 0, 0.7, 5.277, 98.1, 1.4261, 24, 666, 20.2, 396.90, 30.81
2287, East, Boston, 79, 0506, -71.022800, 42.223100, 10.5, 10.5, 24.39380, 0.0, 18.1, 0, 0.7, 4.652, 100.0, 1.4672, 24, 666, 20.2, 396.90, 28.28
2288, East, Boston, 79, 0507, -71.021500, 42.224800, 7.4, 7.4, 22.59710, 0.0, 18.1, 0, 0.7, 5.000, 89.5, 1.5184, 24, 666, 20.2, 396.90, 31.99
2289, East, Boston, 79, 0508, -71.019500, 42.225500, 10.2, 10.2, 14.33370, 0.0, 18.1, 0, 0.7, 4.880, 100.0, 1.5895, 24, 666, 20.2, 372.92, 30.62
2290, East, Boston, 79, 0509, -71.016800, 42.228100, 11.5, 11.5, 8.15174, 0.0, 18.1, 0, 0.7, 5.390, 98.9, 1.7281, 24, 666, 20.2, 396.90, 20.85
2291, East, Boston, 79, 0510, -71.010900, 42.230000, 15.1, 15.1, 6.96215, 0.0, 18.1, 0, 0.7, 5.713, 97.0, 1.9265, 24, 666, 20.2, 394.43, 17.11
2292, East, Boston, 79, 0511, -71.003500, 42.233000, 23.2, 23.2, 5.29305, 0.0, 18.1, 0, 0.7, 6.051, 82.5, 2.1678, 24, 666, 20.2, 378.38, 18.76
2293, East, Boston, 79, 0512, -71.020000, 42.220500, 9.7, 9.7, 11.57790, 0.0, 18.1, 0, 0.7, 5.036, 97.0, 1.7700, 24, 666, 20.2, 396.90, 25.68
2294, South, Boston, 80, 0601, -71.016700, 42.201000, 13.8, 13.8, 8.64476, 0.0, 18.1, 0, 0.693, 6.193, 92.6, 1.7912, 24, 666, 20.2, 396.90, 15.17
2295, South, Boston, 80, 0602, -71.020000, 42.199300, 12.7, 12.7, 13.35980, 0.0, 18.1, 0, 0.693, 5.887, 94.7, 1.7821, 24, 666, 20.2, 396.90, 16.35
2296, South, Boston, 80, 0603, -71.022000, 42.199600, 13.1, 13.1, 8.71675, 0.0, 18.1, 0, 0.693, 6.471, 98.8, 1.7257, 24, 666, 20.2, 391.98, 17.12
2297, South, Boston, 80, 0604, -71.026000, 42.199300, 12.5, 12.5, 5.87205, 0.0, 18.1, 0, 0.693, 6.405, 96.0, 1.6768, 24, 666, 20.2, 396.90, 19.37
2298, South, Boston, 80, 0605, -71.025000, 42.202400, 8.5, 8.5, 7.67202, 0.0, 18.1, 0, 0.693, 5.747, 98.9, 1.6334, 24, 666, 20.2, 393.10, 19.92
2299, South, Boston, 80, 0606, -71.023000, 42.209000, 5.0, 5.0, 38.35180, 0.0, 18.1, 0, 0.693, 5.453, 100.0, 1.4896, 24, 666, 20.2, 396.90, 30.59
2300, South, Boston, 80, 0607, -71.033000, 42.203200, 6.3, 6.3, 9.91655, 0.0, 18.1, 0, 0.693, 5.852, 77.8, 1.5004, 24, 666, 20.2, 338.16, 29.97
2301, South, Boston, 80, 0608, -71.032600, 42.201100, 5.6, 5.6, 25.04610, 0.0, 18.1, 0, 0.693, 5.987, 100.0, 1.5888, 24, 666, 20.2, 396.90, 26.77
2302, South, Boston, 80, 0609, -71.030000, 42.201500, 7.2, 7.2, 14.23620, 0.0, 18.1, 0, 0.693, 6.343, 100.0, 1.5741, 24, 666, 20.2, 396.90, 20.32
2303, South, Boston, 80, 0610, -71.030000, 42.198800, 12.1, 12.1, 9.59571, 0.0, 18.1, 0, 0.693, 6.404, 100.0, 1.6390, 24, 666, 20.2, 376.11, 20.31
2304, South, Boston, 80, 0612, -71.033200, 42.198000, 8.3, 8.3, 24.80170, 0.0, 18.1, 0, 0.693, 5.349, 96.0, 1.7028, 24, 666, 20.2, 396.90, 19.77
2305, South, Boston, 80, 0613, -71.034500, 42.200100, 8.5, 8.5, 41.52920, 0.0, 18.1, 0, 0.693, 5.531, 85.4, 1.6074, 24, 666, 20.2, 329.46, 27.38
2306, South, Boston, 80, 0614, -71.032000, 42.205700, 5.0, 5.0, 67.92080, 0.0, 18.1, 0, 0.693, 5.683, 100.0, 1.4254, 24, 666, 20.2, 384.97, 22.98
2307, Downtown, 81, 0702, -71.039000, 42.219800, 11.9, 11.9, 20.71620, 0.0, 18.1, 0, 0.659, 4.138, 100.0, 1.1781, 24, 666, 20.2, 370.22, 23.34
2308, Downtown, 81, 0703, -71.042700, 42.209000, 27.9, 27.9, 11.95110, 0.0, 18.1, 0, 0.659, 5.608, 100.0, 1.2852, 24, 666, 20.2, 332.09, 12.13
2309, Downtown, 81, 0705, -71.043700, 42.205000, 17.2, 17.2, 7.40389, 0.0, 18.1, 0, 0.597, 5.617, 97.9, 1.4547, 24, 666, 20.2, 314.64, 26.40
2310, Downtown, 81, 0706, -71.045500, 42.206000, 27.5, 27.5, 14.43830, 0.0, 18.1, 0, 0.597, 6.852, 100.0, 1.4655, 24, 666, 20.2, 179.36, 19.78
2311, Downtown, 81, 0707, -71.046200, 42.207500, 15.0, 15.0, 51.13580, 0.0, 18.1, 0, 0.597, 5.757, 100.0, 1.4130, 24, 666, 20.2, 2.60, 10.11
2312, Downtown, 81, 0708, -71.048700, 42.204800, 17.2, 17.2, 14.05070, 0.0, 18.1, 0, 0.597, 6.657, 100.0, 1.5275, 24, 666, 20.2, 35.05, 21.22
2313, Downtown, 81, 0709, -71.047000, 42.203000, 17.9, 17.9, 18.81100, 0.0, 18.1, 0, 0.597, 4.628, 100.0, 1.5539, 24, 666, 20.2, 28.79, 34.37
2314, Downtown, 81, 0710, -71.045100, 42.201500, 16.3, 16.3, 28.65580, 0.0, 18.1, 0, 0.597, 5.155, 100.0, 1.5894, 24, 666, 20.2, 210.97, 20.08
2315, Roxbury, 82, 0801, -71.042000, 42.198500, 7.0, 7.0, 45.74610, 0.0, 18.1, 0, 0.693, 4.519, 100.0, 1.6582, 24, 666, 20.2, 88.27, 36.98
2316, Roxbury, 82, 0802, -71.045500, 42.195300, 7.2, 7.2, 18.08460, 0.0, 18.1, 0, 0.679, 6.434, 100.0, 1.8347, 24, 666, 20.2, 27.25, 29.05
2317, Roxbury, 82, 0803, -71.047700, 42.196500, 7.5, 7.5, 10.83420, 0.0, 18.1, 0, 0.679, 6.782, 90.8, 1.8195, 24, 666, 20.2, 21.57, 25.79
2318, Roxbury, 82, 0805, -71.049800, 42.200700, 10.4, 10.4, 25.94060, 0.0, 18.1, 0, 0.679, 5.304, 89.1, 1.6475, 24, 666, 20.2, 127.36, 26.64
2319, Roxbury, 82, 0807, -71.052500, 42.198900, 8.8, 8.8, 73.53410, 0.0, 18.1, 0, 0.679, 5.957, 100.0, 1.8026, 24, 666, 20.2, 16.45, 20.62
2320, Roxbury, 82, 0808, -71.058600, 42.199900, 8.4, 8.4, 11.81230, 0.0, 18.1, 0, 0.718, 6.824, 76.5, 1.7940, 24, 666, 20.2, 48.45, 22.74
2321, Roxbury, 82, 0809, -71.061800, 42.199000, 16.7, 16.7, 11.08740, 0.0, 18.1, 0, 0.718, 6.411, 100.0, 1.8589, 24, 666, 20.2, 318.75, 15.02
2322, Roxbury, 82, 0810, -71.065000, 42.201800, 14.2, 14.2, 7.02259, 0.0, 18.1, 0, 0.718, 6.006, 95.3, 1.8746, 24, 666, 20.2, 319.98, 15.70
2323, Roxbury, 82, 0811, -71.066500, 42.197000, 20.8, 20.8, 12.04820, 0.0, 18.1, 0, 0.614, 5.648, 87.6, 1.9512, 24, 666, 20.2, 291.55, 14.10
2324, Roxbury, 82, 0812, -71.061900, 42.194800, 13.4, 13.4, 7.05042, 0.0, 18.1, 0, 0.614, 6.103, 85.1, 2.0218, 24, 666, 20.2, 2.52, 23.29
2325, Roxbury, 82, 0813, -71.059000, 42.192000, 11.7, 11.7, 8.79212, 0.0, 18.1, 0, 0.584, 5.565, 70.6, 2.0635, 24, 666, 20.2, 3.65, 17.16
2326, Roxbury, 82, 0814, -71.057700, 42.196700, 8.3, 8.3, 15.86030, 0.0, 18.1, 0, 0.679, 5.896, 95.4, 1.9096, 24, 666, 20.2, 7.68, 24.39
2327, Roxbury, 82, 0815, -71.055800, 42.193700, 10.2, 10.2, 12.24720, 0.0, 18.1, 0, 0.584, 5.837, 59.7, 1.9976, 24, 666, 20.2, 24.65, 15.69
2328, Roxbury, 82, 0816, -71.054200, 42.196100, 10.9, 10.9, 37.66190, 0.0, 18.1, 0, 0.679, 6.202, 78.7, 1.8629, 24, 666, 20.2, 18.82, 14.52
2329, Roxbury, 82, 0817, -71.052100, 42.194000, 11.0, 11.0, 7.36711, 0.0, 18.1, 0, 0.679, 6.193, 78.1, 1.9356, 24, 666, 20.2, 96.73, 21.52
2330, Roxbury, 82, 0818, -71.048500, 42.192000, 9.5, 9.5, 9.33889, 0.0, 18.1, 0, 0.679, 6.380, 95.6, 1.9682, 24, 666, 20.2, 60.72, 24.08
2331, Roxbury, 82, 0819, -71.054700, 42.189000, 14.5, 14.5, 8.49213, 0.0, 18.1, 0, 0.584, 6.348, 86.1, 2.0527, 24, 666, 20.2, 83.45, 17.64
2332, Roxbury, 82, 0820, -71.050500, 42.188000, 14.1, 14.1, 10.06230, 0.0, 18.1, 0, 0.584, 6.833, 94.3, 2.0882, 24, 666, 20.2, 81.33, 19.69
2333, Roxbury, 82, 0821, -71.052000, 42.185400, 16.1, 16.1, 6.44405, 0.0, 18.1, 0, 0.584, 6.425, 74.8, 2.2004, 24, 666, 20.2, 97.95, 12.03
2334, Savin, Hill, 83, 0901, -71.049500, 42.181500, 14.3, 14.3, 5.58107, 0.0, 18.1, 0, 0.713, 6.436, 87.9, 2.3158, 24, 666, 20.2, 100.19, 16.22
2335, Savin, Hill, 83, 0902, -71.047500, 42.184200, 11.7, 11.7, 13.91340, 0.0, 18.1, 0, 0.713, 6.208, 95.0, 2.2222, 24, 666, 20.2, 100.63, 15.17
2336, Savin, Hill, 83, 0903, -71.046000, 42.186700, 13.4, 13.4, 11.16040, 0.0, 18.1, 0, 0.74, 6.629, 94.6, 2.1247, 24, 666, 20.2, 109.85, 23.27
2337, Savin, Hill, 83, 0904, -71.045500, 42.189300, 9.6, 9.6, 14.42080, 0.0, 18.1, 0, 0.74, 6.461, 93.3, 2.0026, 24, 666, 20.2, 27.49, 18.05
2338, Savin, Hill, 83, 0905, -71.044500, 42.191700, 8.7, 8.2, 15.17720, 0.0, 18.1, 0, 0.74, 6.152, 100.0, 1.9142, 24, 666, 20.2, 9.32, 26.45
2339, Savin, Hill, 83, 0906, -71.044500, 42.193800, 8.4, 8.4, 13.67810, 0.0, 18.1, 0, 0.74, 5.935, 87.9, 1.8206, 24, 666, 20.2, 68.95, 34.02
2340, Savin, Hill, 83, 0907, -71.037000, 42.194000, 12.8, 12.8, 9.39063, 0.0, 18.1, 0, 0.74, 5.627, 93.9, 1.8172, 24, 666, 20.2, 396.90, 22.88
2341, Savin, Hill, 83, 0908, -71.032100, 42.192500, 10.5, 10.5, 22.05110, 0.0, 18.1, 0, 0.74, 5.818, 92.4, 1.8662, 24, 666, 20.2, 391.45, 22.11
