ID,DateTime,Record,Status,Lat,Lon,Wind,Pressure,NE_34kt,SE_34kt,SW_34kt,NW_34kt,NE_50kt,SE_50kt,SW_50kt,NW_50kt,NE_64kt,SE_64kt,SW_64kt,NW_64kt
AL142016, 2016-10-10T00:00:00Z, U, EX, 35.3, -71.1, 55.0, 990.0, 210.0, 180.0, 180.0, 210.0, 70.0, 70.0, 100.0, 120.0, 0.0, 0.0, 0.0, 0.0
AL122004, 2004-09-16T06:00:00Z, U, TD, 11.2, -29.2, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042004, 2004-08-23T18:00:00Z, U, LO, 33.1, -43.8, 25.0, 1017.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092015, 2015-09-17T12:00:00Z, U, TD, 15.9, -45.1, 30.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042008, 2008-07-23T18:00:00Z, U, HU, 26.4, -97.2, 75.0, 967.0, 120.0, 120.0, 45.0, 45.0, 40.0, 40.0, 30.0, 30.0, 30.0, 20.0, 20.0, 20.0
AL022006, 2006-07-17T06:00:00Z, U, TD, 39.1, -66.4, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062007, 2007-09-05T12:00:00Z, U, LO, 15.5, -87.3, 20.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032005, 2005-07-08T00:00:00Z, U, EX, 37.1, -80.0, 20.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112004, 2004-09-26T00:00:00Z, U, HU, 27.1, -79.4, 105.0, 951.0, 180.0, 150.0, 125.0, 150.0, 100.0, 90.0, 70.0, 90.0, 60.0, 60.0, 50.0, 60.0
AL172007, 2007-12-13T18:00:00Z, U, LO, 19.6, -81.3, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032016, 2016-06-05T12:00:00Z, U, TD, 21.6, -88.0, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092006, 2006-09-17T18:00:00Z, U, HU, 20.8, -48.8, 90.0, 970.0, 150.0, 125.0, 90.0, 125.0, 60.0, 60.0, 40.0, 60.0, 35.0, 35.0, 25.0, 30.0
AL122017, 2017-09-13T00:00:00Z, U, HU, 26.8, -66.7, 70.0, 981.0, 110.0, 100.0, 70.0, 80.0, 40.0, 40.0, 20.0, 20.0, 20.0, 20.0, 10.0, 10.0
AL132016, 2016-09-20T12:00:00Z, U, TS, 15.1, -30.0, 35.0, 1006.0, 60.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032009, 2009-08-21T12:00:00Z, U, HU, 27.1, -66.0, 100.0, 954.0, 250.0, 200.0, 120.0, 200.0, 130.0, 110.0, 60.0, 130.0, 100.0, 45.0, 30.0, 90.0
AL072015, 2015-09-07T06:00:00Z, U, TS, 13.5, -33.4, 45.0, 1002.0, 50.0, 30.0, 30.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092017, 2017-08-19T18:00:00Z, U, WV, 13.8, -69.2, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092011, 2011-08-22T06:00:00Z, U, HU, 18.2, -65.9, 65.0, 990.0, 130.0, 60.0, 60.0, 90.0, 40.0, 25.0, 20.0, 35.0, 25.0, 0.0, 0.0, 0.0
AL052012, 2012-08-08T03:15:00Z, L, HU, 18.8, -87.7, 85.0, 973.0, 140.0, 140.0, 40.0, 70.0, 60.0, 40.0, 20.0, 30.0, 30.0, 20.0, 0.0, 10.0
AL072006, 2006-09-06T06:00:00Z, U, TS, 18.1, -49.7, 40.0, 1003.0, 175.0, 50.0, 0.0, 105.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142011, 2011-09-16T12:00:00Z, U, HU, 42.9, -58.2, 65.0, 983.0, 180.0, 240.0, 60.0, 60.0, 100.0, 100.0, 0.0, 0.0, 0.0, 60.0, 0.0, 0.0
AL112015, 2015-10-02T12:00:00Z, U, HU, 23.4, -74.8, 115.0, 937.0, 130.0, 180.0, 140.0, 120.0, 80.0, 80.0, 70.0, 70.0, 45.0, 45.0, 45.0, 45.0
AL102012, 2012-08-22T00:00:00Z, U, LO, 11.1, -33.1, 25.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112017, 2017-09-07T12:00:00Z, U, HU, 20.2, -69.0, 145.0, 921.0, 160.0, 120.0, 90.0, 150.0, 100.0, 70.0, 50.0, 70.0, 50.0, 50.0, 30.0, 50.0
AL112017, 2017-09-12T00:00:00Z, U, TS, 31.9, -84.4, 35.0, 986.0, 360.0, 270.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042006, 2006-08-05T18:00:00Z, U, LO, 22.1, -77.6, 20.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162007, 2007-11-05T12:00:00Z, U, EX, 60.4, -55.4, 55.0, 968.0, 420.0, 475.0, 250.0, 175.0, 270.0, 270.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102010, 2010-09-07T06:00:00Z, U, TS, 26.2, -97.7, 55.0, 990.0, 90.0, 75.0, 20.0, 30.0, 15.0, 15.0, 0.0, 15.0, 0.0, 0.0, 0.0, 0.0
AL052004, 2004-08-14T06:00:00Z, U, TD, 9.6, -49.2, 30.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132017, 2017-09-06T00:00:00Z, U, TD, 22.4, -96.7, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072008, 2008-08-29T00:00:00Z, U, TS, 17.8, -77.0, 60.0, 987.0, 90.0, 80.0, 40.0, 50.0, 30.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL212010, 2010-11-03T18:00:00Z, U, TS, 14.7, -75.1, 35.0, 1004.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092011, 2011-08-23T06:00:00Z, U, HU, 20.1, -69.7, 80.0, 978.0, 180.0, 120.0, 90.0, 130.0, 90.0, 60.0, 40.0, 70.0, 45.0, 30.0, 20.0, 35.0
AL162005, 2005-09-10T00:00:00Z, U, TS, 30.2, -77.5, 60.0, 983.0, 65.0, 75.0, 65.0, 75.0, 35.0, 35.0, 35.0, 35.0, 0.0, 0.0, 0.0, 0.0
AL082008, 2008-08-28T12:00:00Z, U, TS, 20.1, -58.6, 35.0, 1003.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL212010, 2010-11-02T06:00:00Z, U, TS, 13.5, -71.4, 45.0, 1003.0, 100.0, 40.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022016, 2016-06-01T18:00:00Z, U, LO, 33.5, -76.4, 20.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092016, 2016-09-04T18:00:00Z, U, EX, 37.0, -69.0, 60.0, 998.0, 200.0, 170.0, 160.0, 200.0, 150.0, 0.0, 0.0, 110.0, 0.0, 0.0, 0.0, 0.0
AL082011, 2011-08-21T00:00:00Z, U, TS, 17.3, -89.6, 35.0, 1003.0, 30.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122016, 2016-09-20T06:00:00Z, U, TS, 20.0, -52.1, 35.0, 1006.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132012, 2012-09-04T00:00:00Z, U, TD, 25.8, -42.5, 30.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022016, 2016-05-30T12:00:00Z, U, LO, 33.3, -79.8, 25.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112013, 2013-09-30T18:00:00Z, U, TS, 27.3, -45.0, 40.0, 1006.0, 40.0, 40.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092008, 2008-09-12T18:00:00Z, U, HU, 27.5, -93.2, 95.0, 954.0, 240.0, 205.0, 150.0, 175.0, 150.0, 150.0, 90.0, 105.0, 105.0, 90.0, 60.0, 75.0
AL202005, 2005-10-04T12:00:00Z, L, HU, 18.6, -94.9, 70.0, 977.0, 90.0, 75.0, 75.0, 75.0, 45.0, 30.0, 30.0, 30.0, 15.0, 15.0, 15.0, 15.0
AL032015, 2015-07-14T12:00:00Z, U, TS, 40.7, -62.0, 45.0, 1004.0, 60.0, 70.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042016, 2016-06-19T06:00:00Z, U, LO, 19.9, -93.2, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102009, 2009-10-11T06:00:00Z, U, LO, 20.1, -70.5, 20.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102006, 2006-10-01T18:00:00Z, U, HU, 35.2, -60.3, 70.0, 987.0, 130.0, 130.0, 80.0, 80.0, 40.0, 40.0, 40.0, 40.0, 20.0, 20.0, 20.0, 20.0
AL082015, 2015-09-10T00:00:00Z, U, TS, 31.2, -60.8, 45.0, 1003.0, 150.0, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052007, 2007-08-19T12:00:00Z, U, LO, 35.6, -97.7, 35.0, 1002.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042005, 2005-07-13T00:00:00Z, U, TD, 38.5, -87.8, 15.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082005, 2005-08-08T18:00:00Z, U, TS, 40.4, -46.9, 45.0, 998.0, 120.0, 120.0, 40.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL192010, 2010-10-22T06:00:00Z, U, TS, 15.9, -80.7, 35.0, 1005.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022007, 2007-06-05T06:00:00Z, U, EX, 44.6, -69.5, 30.0, 992.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052006, 2006-08-25T00:00:00Z, U, TS, 21.7, -40.2, 45.0, 1000.0, 50.0, 20.0, 20.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082008, 2008-09-06T18:00:00Z, U, TS, 37.8, -76.7, 45.0, 993.0, 160.0, 175.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102016, 2016-09-13T12:00:00Z, U, TS, 24.8, -52.1, 45.0, 999.0, 200.0, 140.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL182012, 2012-10-25T18:00:00Z, U, HU, 23.3, -75.3, 90.0, 963.0, 270.0, 270.0, 120.0, 270.0, 60.0, 60.0, 40.0, 50.0, 30.0, 30.0, 20.0, 20.0
AL142012, 2012-09-20T18:00:00Z, U, TS, 36.2, -29.0, 55.0, 984.0, 180.0, 150.0, 180.0, 300.0, 0.0, 0.0, 60.0, 80.0, 0.0, 0.0, 0.0, 0.0
AL122011, 2011-09-03T12:00:00Z, U, HU, 19.4, -55.4, 65.0, 986.0, 150.0, 120.0, 70.0, 120.0, 70.0, 50.0, 40.0, 70.0, 30.0, 0.0, 0.0, 0.0
AL092004, 2004-09-08T18:00:00Z, U, HU, 13.0, -67.0, 120.0, 950.0, 140.0, 125.0, 50.0, 140.0, 100.0, 75.0, 35.0, 100.0, 60.0, 20.0, 20.0, 60.0
AL112015, 2015-10-07T06:00:00Z, U, HU, 40.3, -51.5, 65.0, 977.0, 160.0, 210.0, 230.0, 160.0, 90.0, 140.0, 120.0, 80.0, 40.0, 50.0, 30.0, 0.0
AL022013, 2013-06-20T11:15:00Z, L, TS, 19.6, -96.4, 40.0, 1003.0, 70.0, 50.0, 30.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102015, 2015-09-19T12:00:00Z, U, TS, 14.6, -39.4, 35.0, 1005.0, 90.0, 90.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042014, 2014-09-02T00:00:00Z, U, EX, 68.0, -15.0, 40.0, 984.0, 0.0, 200.0, 200.0, 200.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122017, 2017-09-08T00:00:00Z, U, HU, 15.5, -53.2, 105.0, 964.0, 100.0, 70.0, 40.0, 100.0, 50.0, 40.0, 30.0, 50.0, 30.0, 15.0, 15.0, 30.0
AL022008, 2008-07-19T00:00:00Z, U, HU, 38.6, -49.7, 65.0, 989.0, 110.0, 150.0, 110.0, 75.0, 35.0, 50.0, 35.0, 35.0, 0.0, 40.0, 0.0, 0.0
AL252005, 2005-10-26T00:00:00Z, U, EX, 42.5, -60.0, 60.0, 978.0, 200.0, 300.0, 375.0, 175.0, 125.0, 150.0, 100.0, 75.0, 0.0, 0.0, 0.0, 0.0
AL092011, 2011-08-30T00:00:00Z, U, EX, 53.0, -60.0, 40.0, 991.0, 0.0, 270.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL292005, 2005-11-27T00:00:00Z, U, TS, 23.5, -35.8, 35.0, 998.0, 100.0, 100.0, 90.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142005, 2005-09-10T00:00:00Z, U, TS, 41.9, -40.6, 50.0, 988.0, 150.0, 200.0, 200.0, 100.0, 75.0, 120.0, 120.0, 45.0, 0.0, 0.0, 0.0, 0.0
AL062016, 2016-08-17T12:00:00Z, U, TS, 13.7, -36.0, 35.0, 1007.0, 20.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022011, 2011-07-20T18:00:00Z, U, TS, 31.9, -73.4, 45.0, 1005.0, 60.0, 60.0, 45.0, 35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122007, 2007-09-28T18:00:00Z, U, TS, 15.8, -49.4, 35.0, 1008.0, 140.0, 130.0, 30.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072017, 2017-08-09T00:00:00Z, U, TS, 20.2, -90.9, 40.0, 996.0, 160.0, 60.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL192011, 2011-11-09T12:00:00Z, U, TS, 27.9, -70.4, 55.0, 994.0, 250.0, 120.0, 120.0, 250.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102009, 2009-10-07T18:00:00Z, U, TS, 19.0, -57.9, 40.0, 1007.0, 60.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042011, 2011-07-27T06:00:00Z, U, TD, 21.6, -85.7, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112017, 2017-09-04T12:00:00Z, U, HU, 16.8, -52.6, 110.0, 945.0, 120.0, 90.0, 60.0, 100.0, 50.0, 40.0, 30.0, 50.0, 30.0, 25.0, 20.0, 30.0
AL042005, 2005-07-14T18:00:00Z, U, LO, 38.4, -85.6, 10.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072009, 2009-09-19T06:00:00Z, U, LO, 26.4, -69.0, 25.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122004, 2004-09-21T18:00:00Z, U, HU, 22.3, -48.3, 105.0, 948.0, 250.0, 250.0, 150.0, 200.0, 125.0, 125.0, 75.0, 125.0, 75.0, 75.0, 45.0, 75.0
AL102013, 2013-09-17T06:00:00Z, U, LO, 23.7, -99.7, 20.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122010, 2010-09-20T12:00:00Z, U, TS, 34.7, -46.9, 40.0, 999.0, 150.0, 180.0, 90.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132010, 2010-09-18T00:00:00Z, U, TS, 18.7, -97.1, 60.0, 995.0, 30.0, 30.0, 30.0, 30.0, 15.0, 15.0, 15.0, 15.0, 0.0, 0.0, 0.0, 0.0
AL212010, 2010-11-01T00:00:00Z, U, TS, 14.1, -65.8, 55.0, 997.0, 150.0, 60.0, 50.0, 90.0, 50.0, 30.0, 20.0, 50.0, 0.0, 0.0, 0.0, 0.0
AL252005, 2005-10-21T06:00:00Z, U, HU, 19.5, -86.1, 130.0, 930.0, 175.0, 150.0, 120.0, 175.0, 110.0, 90.0, 75.0, 110.0, 75.0, 75.0, 60.0, 75.0
AL112008, 2008-09-28T06:00:00Z, U, HU, 37.4, -69.3, 70.0, 992.0, 180.0, 140.0, 0.0, 110.0, 105.0, 90.0, 0.0, 45.0, 60.0, 0.0, 0.0, 0.0
AL182011, 2011-10-26T06:00:00Z, U, HU, 17.5, -85.0, 100.0, 969.0, 80.0, 80.0, 80.0, 100.0, 50.0, 50.0, 50.0, 50.0, 20.0, 20.0, 20.0, 25.0
AL032012, 2012-06-17T06:00:00Z, U, LO, 29.3, -66.9, 25.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012014, 2014-07-01T18:00:00Z, U, TS, 27.7, -79.3, 40.0, 1003.0, 40.0, 60.0, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152016, 2016-10-12T18:00:00Z, U, HU, 28.7, -66.8, 105.0, 962.0, 140.0, 130.0, 90.0, 120.0, 70.0, 60.0, 40.0, 50.0, 35.0, 35.0, 25.0, 25.0
AL192017, 2017-11-06T06:00:00Z, U, TD, 29.0, -50.7, 30.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012009, 2009-05-30T00:00:00Z, U, LO, 40.6, -61.0, 25.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012015, 2015-05-11T18:00:00Z, U, TD, 37.0, -76.3, 30.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172011, 2011-09-25T18:00:00Z, U, TS, 13.2, -31.2, 45.0, 1005.0, 45.0, 30.0, 45.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142005, 2005-09-02T12:00:00Z, U, TS, 21.1, -49.4, 35.0, 1006.0, 60.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092016, 2016-09-05T18:00:00Z, U, EX, 39.2, -69.3, 55.0, 995.0, 180.0, 150.0, 150.0, 170.0, 120.0, 0.0, 0.0, 140.0, 0.0, 0.0, 0.0, 0.0
AL122007, 2007-09-27T12:00:00Z, U, TS, 13.5, -46.8, 55.0, 1002.0, 170.0, 140.0, 40.0, 100.0, 120.0, 100.0, 20.0, 40.0, 0.0, 0.0, 0.0, 0.0
AL062010, 2010-08-29T18:00:00Z, U, HU, 37.3, -55.0, 75.0, 968.0, 210.0, 270.0, 180.0, 210.0, 120.0, 150.0, 90.0, 90.0, 60.0, 75.0, 60.0, 0.0
AL182010, 2010-10-11T18:00:00Z, U, TS, 15.7, -83.8, 60.0, 1001.0, 30.0, 30.0, 20.0, 60.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0
AL052006, 2006-08-24T12:00:00Z, U, TS, 20.1, -37.1, 45.0, 1000.0, 50.0, 20.0, 20.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012007, 2007-05-09T00:00:00Z, U, EX, 30.6, -78.3, 50.0, 1001.0, 150.0, 120.0, 110.0, 140.0, 75.0, 0.0, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0
AL122008, 2008-09-26T06:00:00Z, U, EX, 37.9, -35.0, 45.0, 1010.0, 0.0, 0.0, 360.0, 420.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL182012, 2012-10-24T00:00:00Z, U, TS, 14.7, -77.3, 55.0, 990.0, 100.0, 150.0, 40.0, 40.0, 0.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012004, 2004-08-01T00:00:00Z, U, TD, 31.0, -78.8, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022016, 2016-06-07T18:00:00Z, U, EX, 28.9, -38.0, 30.0, 1015.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062011, 2011-08-13T06:00:00Z, U, TS, 37.6, -61.1, 35.0, 1006.0, 40.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162007, 2007-11-02T18:00:00Z, U, HU, 30.3, -73.3, 70.0, 980.0, 300.0, 270.0, 90.0, 150.0, 100.0, 100.0, 60.0, 100.0, 0.0, 30.0, 30.0, 60.0
AL142017, 2017-09-27T06:00:00Z, U, HU, 30.1, -56.0, 95.0, 967.0, 70.0, 70.0, 50.0, 60.0, 40.0, 30.0, 30.0, 40.0, 25.0, 20.0, 20.0, 20.0
AL142016, 2016-10-08T12:00:00Z, U, HU, 32.5, -79.9, 80.0, 963.0, 190.0, 160.0, 90.0, 140.0, 70.0, 70.0, 60.0, 30.0, 30.0, 25.0, 20.0, 0.0
AL092016, 2016-09-07T18:00:00Z, U, EX, 39.5, -72.1, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142007, 2007-09-28T18:00:00Z, U, TD, 14.0, -26.6, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162016, 2016-11-18T00:00:00Z, U, LO, 12.3, -81.3, 20.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132013, 2013-10-24T06:00:00Z, U, TD, 29.7, -48.0, 30.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082008, 2008-09-02T18:00:00Z, U, TS, 20.6, -72.9, 55.0, 985.0, 150.0, 150.0, 100.0, 75.0, 75.0, 75.0, 50.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL012007, 2007-05-08T12:00:00Z, U, EX, 30.4, -77.2, 50.0, 1001.0, 200.0, 180.0, 150.0, 240.0, 120.0, 0.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0
AL192005, 2005-10-01T18:00:00Z, U, TD, 14.4, -33.9, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032015, 2015-07-14T06:00:00Z, U, TS, 39.4, -64.1, 45.0, 1004.0, 60.0, 60.0, 40.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162011, 2011-10-04T00:00:00Z, U, EX, 49.9, -43.6, 40.0, 994.0, 0.0, 250.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082008, 2008-08-28T00:00:00Z, U, TD, 19.4, -57.3, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122011, 2011-08-29T00:00:00Z, U, LO, 9.3, -24.2, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042014, 2014-09-01T00:00:00Z, U, EX, 64.0, -22.0, 50.0, 974.0, 200.0, 270.0, 240.0, 200.0, 100.0, 140.0, 100.0, 80.0, 0.0, 0.0, 0.0, 0.0
AL092004, 2004-09-07T00:00:00Z, U, HU, 11.2, -56.1, 90.0, 964.0, 140.0, 50.0, 50.0, 140.0, 75.0, 20.0, 20.0, 90.0, 60.0, 0.0, 0.0, 60.0
AL062014, 2014-09-21T00:00:00Z, U, LO, 38.1, -31.8, 25.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082007, 2007-09-17T18:00:00Z, U, LO, 18.4, -61.0, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032012, 2012-06-19T06:00:00Z, U, SS, 39.1, -59.6, 40.0, 1003.0, 60.0, 60.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052014, 2014-09-01T12:00:00Z, U, LO, 19.2, -92.3, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL302005, 2005-12-01T12:00:00Z, U, TS, 30.8, -51.9, 50.0, 992.0, 75.0, 75.0, 75.0, 75.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
